,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
9773,F,Rechargeable AA batteries,B,C,A,C,,10000,390.0,0,39841,High coupling,Weakly_desirable
9774,A,Smart bulb,A_B,B,A,A,,10000,356.100000001,0,39841,High coupling,Weakly_desirable
9775,F,Electric kettle,A,B,C,C,,10000,2350.1,0,39841,High coupling,Weakly_desirable
9776,A,Cloth diapers,A_A,B,A,B,,10000,9026.7,1,39841,High coupling,Weakly_desirable
9777,C,Baby crib,A,C_B,B,A,,10000,1060.9,0,39841,High coupling,Weakly_desirable
9778,S,Security camera,B,S_B,A,S_B,,10000,593.100000001,0,39841,High coupling,Weakly_desirable
9779,P,Dehumidifier,A,P_B,B,B,,10000,6569.2,1,39841,High coupling,Weakly_desirable
9780,F,Garbage disposal,C,B,A,C,,10000,1381.4,0,39841,High coupling,Weakly_desirable
9781,P,Countertop blender,B,P_B,A,B,,10000,3207.5,0,39841,High coupling,Weakly_desirable
9782,C,Mobility scooter,C_A,A,B,B,,10000,955.699999999,0,39841,High coupling,Weakly_desirable
9783,A,UV lamp,A,A_A,B,A_A,,10000,2929.3,0,39841,High coupling,Weakly_desirable
9784,S,Pressure washer,S_A,B,A,A,,10000,763.599999998,0,39841,High coupling,Weakly_desirable
9785,F,Protein powder,C,A,B,A,,10000,3615.3,0,39841,High coupling,Weakly_desirable
9786,A,Rash cream,B,A,A_A,B,,10000,920.0,0,39841,High coupling,Weakly_desirable
9787,P,Baby stroller,P_A,A,B,B,,10000,1767.0,0,39841,High coupling,Weakly_desirable
9788,C,Smart lock,A,B,C_B,B,,10000,1688.0,0,39841,High coupling,Weakly_desirable
9789,S,Baby high chair,A,S_A,B,B,,10000,2746.7,0,39841,High coupling,Weakly_desirable
9790,F,Baby rocker,C,A,B,B,,10000,1794.8,0,39841,High coupling,Weakly_desirable
9791,A,Leaf Blower,A,B,A_A,A,,10000,1588.9,0,39841,High coupling,Weakly_desirable
9792,C,Insect repellent,C_B,A,B,B,,10000,1284.0,0,39841,High coupling,Weakly_desirable
9793,P,Outdoor solar lights,P_B,B,A,B,,10000,1212.3,0,39841,High coupling,Weakly_desirable
9794,S,Air Fryer Oven,A,B,S_A,S_A,,10000,1153.6,0,39841,High coupling,Weakly_desirable
9795,P,Electric mop,B,P_A,A,A,,10000,1473.3,0,39841,High coupling,Weakly_desirable
9796,C,Pesticide,C_A,A,B,A,,10000,4663.6,0,39841,High coupling,Weakly_desirable
9797,A,Walker with seat,A,B,A_B,A,,10000,3471.2,0,39841,High coupling,Weakly_desirable
9798,S,Night light,A,B,S_B,S_B,,10000,1409.6,0,39841,High coupling,Weakly_desirable
9799,F,Wagon cart,A,C,B,C,,10000,1379.8,0,39841,High coupling,Weakly_desirable
10100,P,Organic fertilizer,B,P_B,A,B,,10000,4392.0,0,43188,Low coupling,Highly_desirable
10101,C,White noise machine,C_A,A,B,A,,10000,9702.39999986,1,43188,Low coupling,Highly_desirable
10102,F,Fire extinguisher,A,B,C,C,,10000,505.699999809,0,43188,Low coupling,Highly_desirable
10103,S,Security camera,B,A,S_B,B,,10000,2228.5,0,43188,Low coupling,Highly_desirable
10104,A,Smart bulb,A,B,A_A,A,,10000,426.700000048,0,43188,Low coupling,Highly_desirable
10105,F,Stun gun,A,C,B,A,,10000,5634.5999999,1,43188,Low coupling,Highly_desirable
10106,A,Leaf Blower,A,A_B,B,B,,10000,2307.19999981,0,43188,Low coupling,Highly_desirable
10107,P,Baby stroller,A,P_A,B,A,,10000,1671.70000005,0,43188,Low coupling,Highly_desirable
10108,C,Car vacuum,B,A,C_B,C_B,,10000,5675.5999999,1,43188,Low coupling,Highly_desirable
10109,S,Metal detector,A,S_B,B,B,,10000,543.0,0,43188,Low coupling,Highly_desirable
10110,S,Headlight bulbs,B,A,S_A,A,,10000,1606.0999999,0,43188,Low coupling,Highly_desirable
10111,C,Baby crib,C_A,B,A,C_A,,10000,4472.0,0,43188,Low coupling,Highly_desirable
10112,F,Protein powder,B,C,A,C,,10000,4742.5,0,43188,Low coupling,Highly_desirable
10113,A,Car seat,B,A_B,A,A,,10000,399.200000048,0,43188,Low coupling,Highly_desirable
10114,P,Outdoor solar lights,A,B,P_B,A,,10000,1011.5999999,0,43188,Low coupling,Highly_desirable
10115,S,Air mattress,A,S_B,B,S_B,,10000,2052.5,0,43188,Low coupling,Highly_desirable
10116,A,Cloth diapers,A_A,B,A,A,,10000,4856.30000019,0,43188,Low coupling,Highly_desirable
10117,C,Smart lock,C_B,A,B,C_B,,10000,3029.5,0,43188,Low coupling,Highly_desirable
10118,P,Electric mop,P_A,A,B,A,,10000,3495.60000014,0,43188,Low coupling,Highly_desirable
10119,F,Electric kettle,C,B,A,A,,10000,2279.0999999,0,43188,Low coupling,Highly_desirable
10120,S,Vacuum,B,S_A,A,B,,10000,1823.5999999,0,43188,Low coupling,Highly_desirable
10121,A,Tire inflator,A_A,B,A,B,,10000,3613.39999986,0,43188,Low coupling,Highly_desirable
10122,C,Water heater,C_A,A,B,A,,10000,2381.5,0,43188,Low coupling,Highly_desirable
10123,F,Microwave,A,B,C,C,,10000,1020.9000001,0,43188,Low coupling,Highly_desirable
10124,P,Air purifier,B,P_B,A,B,,10000,3995.0,0,43188,Low coupling,Highly_desirable
10125,P,Wifi extender,P_A,A,B,A,,10000,417.899999857,0,43188,Low coupling,Highly_desirable
10126,F,Rechargeable AA batteries,C,A,B,C,,10000,514.899999857,0,43188,Low coupling,Highly_desirable
10127,S,Odor neutralizer,S_A,A,B,B,,10000,5426.5,1,43188,Low coupling,Highly_desirable
10128,C,Pesticide,B,C_A,A,A,,10000,1410.70000005,0,43188,Low coupling,Highly_desirable
10129,A,Clothes Steamer,B,A,A_A,A,,10000,6092.19999981,1,43188,Low coupling,Highly_desirable
10130,F,Garbage disposal,A,C,B,C,,10000,3160.79999995,0,43188,Low coupling,Highly_desirable
10131,S,Baby high chair,B,A,S_B,S_B,,10000,1635.29999995,0,43188,Low coupling,Highly_desirable
10132,P,Dehumidifier,A,P_B,B,A,,10000,1735.10000014,0,43188,Low coupling,Highly_desirable
10133,A,Slow cooker,A_B,A,B,B,,10000,2641.9000001,0,43188,Low coupling,Highly_desirable
10134,C,Puree machine,B,C_B,A,B,,10000,2315.5,0,43188,Low coupling,Highly_desirable
10135,F,Wagon cart,B,C,A,C,,10000,3981.79999995,0,43188,Low coupling,Highly_desirable
10136,P,Solar panel system,P_B,A,B,B,,10000,1409.79999995,0,43188,Low coupling,Highly_desirable
10137,S,Pressure washer,B,S_A,A,A,,10000,1800.9000001,0,43188,Low coupling,Highly_desirable
10138,C,Insect repellent,C_A,A,B,B,,10000,790.0,0,43188,Low coupling,Highly_desirable
10139,A,UV lamp,A_A,B,A,A,,10000,2467.79999995,0,43188,Low coupling,Highly_desirable
10140,A,Rash cream,A,A_B,B,B,,10000,3967.70000005,0,43188,Low coupling,Highly_desirable
10141,C,Lawn mower,C_B,B,A,C_B,,10000,3034.0,0,43188,Low coupling,Highly_desirable
10142,S,Air Fryer Oven,S_A,A,B,S_A,,10000,1656.4000001,0,43188,Low coupling,Highly_desirable
10143,P,Paint sprayer,A,B,P_B,A,,10000,4925.0,0,43188,Low coupling,Highly_desirable
10144,F,Outdoor TV antenna,A,C,B,C,,10000,1588.29999995,0,43188,Low coupling,Highly_desirable
10145,P,Countertop blender,P_B,A,B,A,,10000,3706.79999995,0,43188,Low coupling,Highly_desirable
10146,A,Walker with seat,A_B,A,B,B,,10000,1528.0,0,43188,Low coupling,Highly_desirable
10147,F,Alarm clock,B,C,A,C,,10000,584.799999952,0,43188,Low coupling,Highly_desirable
10148,S,Night light,B,S_B,A,A,,10000,1005.0,0,43188,Low coupling,Highly_desirable
10149,C,Mobility scooter,B,A,C_A,B,,10000,2651.0,0,43188,Low coupling,Highly_desirable
10150,S,Pressure washer,B,S_B,A,B,,10000,411.400000095,0,43188,Low coupling,Highly_desirable
10151,C,Pesticide,B,C_B,A,B,,10000,4887.0999999,0,43188,Low coupling,Highly_desirable
10152,A,Clothes Steamer,A_B,B,A,A,,10000,4318.19999981,0,43188,Low coupling,Highly_desirable
10153,F,Kitchen Scale,A,C,B,C,,10000,2121.4000001,0,43188,Low coupling,Highly_desirable
10154,P,Dehumidifier,A,P_A,B,B,,10000,4082.9000001,0,43188,Low coupling,Highly_desirable
10155,C,Lawn mower,A,C_A,B,B,,10000,3217.0,0,43188,Low coupling,Highly_desirable
10156,S,Odor neutralizer,A,B,S_B,B,,10000,3740.39999986,0,43188,Low coupling,Highly_desirable
10157,A,Tire inflator,A,A_B,B,B,,10000,3676.5,0,43188,Low coupling,Highly_desirable
10158,P,Wifi extender,B,A,P_B,A,,10000,466.200000048,0,43188,Low coupling,Highly_desirable
10159,F,Electric kettle,B,C,A,B,,10000,5270.0,1,43188,Low coupling,Highly_desirable
10160,C,Mobility scooter,B,A,C_B,B,,10000,512.399999857,0,43188,Low coupling,Highly_desirable
10161,A,Car seat,A_A,A,B,A,,10000,346.0,0,43188,Low coupling,Highly_desirable
10162,P,Countertop blender,P_A,A,B,A,,10000,694.200000048,0,43188,Low coupling,Highly_desirable
10163,S,Air Fryer Oven,A,S_B,B,B,,10000,917.799999952,0,43188,Low coupling,Highly_desirable
10164,F,Stun gun,C,B,A,C,,10000,526.300000191,0,43188,Low coupling,Highly_desirable
10165,A,Smart bulb,A_B,A,B,A,,10000,1012.5,0,43188,Low coupling,Highly_desirable
10166,S,Security camera,B,A,S_A,B,,10000,294.400000095,0,43188,Low coupling,Highly_desirable
10167,P,Solar panel system,P_A,A,B,B,,10000,538.5,0,43188,Low coupling,Highly_desirable
10168,F,Outdoor TV antenna,A,B,C,C,,10000,1548.79999995,0,43188,Low coupling,Highly_desirable
10169,C,Smart lock,C_A,A,B,B,,10000,363.400000095,0,43188,Low coupling,Highly_desirable
10170,A,UV lamp,A,A_B,B,B,,10000,1101.89999986,0,43188,Low coupling,Highly_desirable
10171,S,Metal detector,B,S_A,A,B,,10000,2939.89999986,0,43188,Low coupling,Highly_desirable
10172,F,Fire extinguisher,A,B,C,A,,10000,2734.60000014,0,43188,Low coupling,Highly_desirable
10173,P,Paint sprayer,P_A,A,B,A,,10000,281.199999809,0,43188,Low coupling,Highly_desirable
10174,C,Insect repellent,C_B,A,B,B,,10000,1871.9000001,0,43188,Low coupling,Highly_desirable
10175,S,Headlight bulbs,S_B,A,B,B,,10000,358.0,0,43188,Low coupling,Highly_desirable
10176,F,Automatic pet feeder,A,C,B,C,,10000,3348.4000001,0,43188,Low coupling,Highly_desirable
10177,A,Cloth diapers,A_B,B,A,B,,10000,696.5,0,43188,Low coupling,Highly_desirable
10178,C,Puree machine,B,C_A,A,A,,10000,1220.10000014,0,43188,Low coupling,Highly_desirable
10179,P,Outdoor solar lights,A,B,P_A,A,,10000,3369.9000001,0,43188,Low coupling,Highly_desirable
10180,F,Microwave,A,C,B,C,,10000,384.5,0,43188,Low coupling,Highly_desirable
10181,P,Electric mop,A,P_B,B,A,,10000,4309.79999995,0,43188,Low coupling,Highly_desirable
10182,C,White noise machine,C_B,A,B,C_B,,10000,2911.5999999,0,43188,Low coupling,Highly_desirable
10183,A,Leaf Blower,B,A,A_A,A,,10000,2788.10000014,0,43188,Low coupling,Highly_desirable
10184,S,Vacuum,S_B,B,A,S_B,,10000,352.299999952,0,43188,Low coupling,Highly_desirable
10185,P,Air purifier,B,A,P_A,B,,10000,2139.0,0,43188,Low coupling,Highly_desirable
10186,C,Car vacuum,A,B,C_A,A,,10000,4382.5,0,43188,Low coupling,Highly_desirable
10187,F,Protein powder,A,C,B,C,,10000,439.900000095,0,43188,Low coupling,Highly_desirable
10188,A,Walker with seat,B,A_A,A,A,,10000,2496.70000005,0,43188,Low coupling,Highly_desirable
10189,S,Baby high chair,B,S_A,A,B,,10000,1048.70000005,0,43188,Low coupling,Highly_desirable
10190,P,Baby stroller,A,B,P_B,B,,10000,4478.39999986,0,43188,Low coupling,Highly_desirable
10191,C,Water heater,A,C_B,B,B,,10000,4951.4000001,0,43188,Low coupling,Highly_desirable
10192,A,Rash cream,B,A_A,A,B,,10000,1255.30000019,0,43188,Low coupling,Highly_desirable
10193,S,Night light,B,A,S_A,S_A,,10000,432.700000048,0,43188,Low coupling,Highly_desirable
10194,F,Wagon cart,A,B,C,C,,10000,2378.5,0,43188,Low coupling,Highly_desirable
10195,S,Air mattress,S_A,B,A,B,,10000,6024.60000014,1,43188,Low coupling,Highly_desirable
10196,A,Slow cooker,A,A_A,B,A,,10000,91.9000000954,0,43188,Low coupling,Highly_desirable
10197,C,Baby crib,C_B,A,B,B,,10000,4045.70000005,0,43188,Low coupling,Highly_desirable
10198,F,Alarm clock,A,C,B,C,,10000,140.400000095,0,43188,Low coupling,Highly_desirable
10199,P,Organic fertilizer,P_A,A,B,B,,10000,3904.20000005,0,43188,Low coupling,Highly_desirable
10300,S,Odor neutralizer,B,S_A,A,S_A,,10000,807.0,0,35956,High coupling,Undesirable
10301,P,Outdoor solar lights,B,A,P_A,A,,10000,4357.0,0,35956,High coupling,Undesirable
10302,C,Pesticide,B,C_A,A,A,,10000,635.0,0,35956,High coupling,Undesirable
10303,A,UV lamp,A_B,A,B,B,,10000,8099.0,1,35956,High coupling,Undesirable
10304,F,LED strip lights,C,B,A,C,,10000,1119.0,0,35956,High coupling,Undesirable
10305,C,Insect repellent,A,B,C_A,B,,10000,869.0,0,35956,High coupling,Undesirable
10306,F,Alarm clock,B,A,C,C,,10000,454.0,0,35956,High coupling,Undesirable
10307,A,Cloth diapers,A,B,A_A,B,,10000,317.0,0,35956,High coupling,Undesirable
10308,P,Wifi extender,P_B,A,B,A,,10000,5694.0,1,35956,High coupling,Undesirable
10309,S,Air Fryer Oven,B,A,S_B,S_B,,10000,983.0,0,35956,High coupling,Undesirable
10310,S,Baby high chair,A,S_B,B,S_B,,10000,694.0,0,35956,High coupling,Undesirable
10311,P,Organic fertilizer,A,B,P_A,A,,10000,349.0,0,35956,High coupling,Undesirable
10312,F,Wagon cart,A,C,B,C,,10000,951.0,0,35956,High coupling,Undesirable
10313,C,Smart lock,A,B,C_B,B,,10000,294.0,0,35956,High coupling,Undesirable
10314,A,Clothes Steamer,A,B,A_B,B,,10000,477.0,0,35956,High coupling,Undesirable
10315,P,Baby stroller,B,P_A,A,B,,10000,341.0,0,35956,High coupling,Undesirable
10316,A,Smart bulb,A_A,A,B,A,,10000,2261.0,0,35956,High coupling,Undesirable
10317,C,Water heater,B,A,C_A,A,,10000,335.0,0,35956,High coupling,Undesirable
10318,S,Security camera,B,S_A,A,A,,10000,612.0,0,35956,High coupling,Undesirable
10319,F,Cordless home phone,C,B,A,C,,10000,400.0,0,35956,High coupling,Undesirable
10320,P,Air purifier,P_A,B,A,B,,10000,662.0,0,35956,High coupling,Undesirable
10321,A,Car seat,A_A,B,A,B,,10000,391.0,0,35956,High coupling,Undesirable
10322,S,Night light,A,S_B,B,B,,10000,422.0,0,35956,High coupling,Undesirable
10323,F,Protein powder,A,C,B,C,,10000,566.0,0,35956,High coupling,Undesirable
10324,C,Puree machine,B,A,C_A,A,,10000,1690.0,0,35956,High coupling,Undesirable
10325,P,Countertop blender,P_A,A,B,A,,10000,371.0,0,35956,High coupling,Undesirable
10326,C,Lawn mower,A,B,C_A,B,,10000,433.0,0,35956,High coupling,Undesirable
10327,S,Vacuum,B,S_A,A,A,,10000,350.0,0,35956,High coupling,Undesirable
10328,F,Outdoor TV antenna,C,A,B,C,,10000,1415.0,0,35956,High coupling,Undesirable
10329,A,Walker with seat,B,A,A_A,A,,10000,579.0,0,35956,High coupling,Undesirable
10330,A,Slow cooker,B,A_A,A,A,,10000,702.0,0,35956,High coupling,Undesirable
10331,C,Mobility scooter,B,C_B,A,C_B,,10000,1310.0,0,35956,High coupling,Undesirable
10332,S,Metal detector,B,A,S_A,B,,10000,412.0,0,35956,High coupling,Undesirable
10333,F,Fire extinguisher,A,C,B,C,,10000,317.0,0,35956,High coupling,Undesirable
10334,P,Solar panel system,A,P_B,B,B,,10000,1002.0,0,35956,High coupling,Undesirable
10335,C,White noise machine,B,C_A,A,A,,10000,3062.0,0,35956,High coupling,Undesirable
10336,P,Electric mop,A,P_A,B,B,,10000,454.0,0,35956,High coupling,Undesirable
10337,S,Headlight bulbs,B,S_A,A,A,,10000,1439.0,0,35956,High coupling,Undesirable
10338,A,Rash cream,A_A,A,B,A,,10000,1811.0,0,35956,High coupling,Undesirable
10339,F,Stun gun,A,B,C,C,,10000,1417.0,0,35956,High coupling,Undesirable
10340,S,Pressure washer,S_A,B,A,A,,10000,360.0,0,35956,High coupling,Undesirable
10341,P,Paint sprayer,B,P_B,A,A,,10000,397.0,0,35956,High coupling,Undesirable
10342,A,Tire inflator,A_A,B,A,A,,10000,1267.0,0,35956,High coupling,Undesirable
10343,C,Baby crib,C_A,A,B,C_A,,10000,555.0,0,35956,High coupling,Undesirable
10344,F,Thermometer gun,B,C,A,C,,10000,365.0,0,35956,High coupling,Undesirable
10345,S,Air mattress,S_B,A,B,B,,10000,407.0,0,35956,High coupling,Undesirable
10346,F,Pepper spray,C,A,B,C,,10000,683.0,0,35956,High coupling,Undesirable
10347,P,Dehumidifier,A,B,P_A,A,,10000,670.0,0,35956,High coupling,Undesirable
10348,C,Car vacuum,A,B,C_A,B,,10000,1748.0,0,35956,High coupling,Undesirable
10349,A,Leaf Blower,B,A_A,A,A,,10000,377.0,0,35956,High coupling,Undesirable
10350,A,Clothes Steamer,B,A_A,A,A,,10000,738.0,0,35956,High coupling,Undesirable
10351,F,LED strip lights,A,B,C,C,,10000,757.0,0,35956,High coupling,Undesirable
10352,P,Outdoor solar lights,A,B,P_B,B,,10000,444.0,0,35956,High coupling,Undesirable
10353,C,Mobility scooter,B,C_A,A,A,,10000,490.0,0,35956,High coupling,Undesirable
10354,S,Pressure washer,S_B,B,A,S_B,,10000,5058.0,1,35956,High coupling,Undesirable
10355,P,Baby stroller,P_B,B,A,B,,10000,360.0,0,35956,High coupling,Undesirable
10356,A,Slow cooker,A_B,B,A,B,,10000,530.0,0,35956,High coupling,Undesirable
10357,F,Megaphone,C,A,B,C,,10000,342.0,0,35956,High coupling,Undesirable
10358,S,Metal detector,S_B,A,B,S_B,,10000,433.0,0,35956,High coupling,Undesirable
10359,C,Baby crib,A,B,C_B,A,,10000,479.0,0,35956,High coupling,Undesirable
10360,F,Wagon cart,C,A,B,C,,10000,4859.0,0,35956,High coupling,Undesirable
10361,C,Water heater,B,C_B,A,B,,10000,669.0,0,35956,High coupling,Undesirable
10362,A,Walker with seat,B,A_B,A,B,,10000,379.0,0,35956,High coupling,Undesirable
10363,P,Countertop blender,B,A,P_B,A,,10000,344.0,0,35956,High coupling,Undesirable
10364,S,Security camera,S_B,A,B,B,,10000,1107.0,0,35956,High coupling,Undesirable
10365,A,Smart bulb,A,A_B,B,B,,10000,455.0,0,35956,High coupling,Undesirable
10366,P,Solar panel system,B,P_A,A,B,,10000,1715.0,0,35956,High coupling,Undesirable
10367,F,Stun gun,C,A,B,C,,10000,653.0,0,35956,High coupling,Undesirable
10368,C,Smart lock,B,C_A,A,B,,10000,1401.0,0,35956,High coupling,Undesirable
10369,S,Baby high chair,S_A,B,A,A,,10000,635.0,0,35956,High coupling,Undesirable
10370,S,Headlight bulbs,S_B,A,B,B,,10000,2607.0,0,35956,High coupling,Undesirable
10371,A,Car seat,A,A_B,B,B,,10000,511.0,0,35956,High coupling,Undesirable
10372,P,Organic fertilizer,A,B,P_B,B,,10000,1136.0,0,35956,High coupling,Undesirable
10373,F,Protein powder,B,A,C,C,,10000,322.0,0,35956,High coupling,Undesirable
10374,C,Pesticide,A,B,C_B,B,,10000,1062.0,0,35956,High coupling,Undesirable
10375,P,Electric mop,A,P_B,B,B,,10000,1043.0,0,35956,High coupling,Undesirable
10376,A,UV lamp,A,A_A,B,A,,10000,593.0,0,35956,High coupling,Undesirable
10377,C,Insect repellent,C_B,B,A,B,,10000,1287.0,0,35956,High coupling,Undesirable
10378,F,Cordless home phone,C,A,B,C,,10000,413.0,0,35956,High coupling,Undesirable
10379,S,Air mattress,S_A,B,A,B,,10000,352.0,0,35956,High coupling,Undesirable
10380,F,Automatic pet feeder,A,C,B,C,,10000,1917.0,0,35956,High coupling,Undesirable
10381,C,White noise machine,B,C_B,A,C_B,,10000,571.0,0,35956,High coupling,Undesirable
10382,A,Rash cream,A,B,A_B,A_B,,10000,3021.0,0,35956,High coupling,Undesirable
10383,S,Air Fryer Oven,S_A,A,B,B,,10000,3627.0,0,35956,High coupling,Undesirable
10384,P,Air purifier,A,B,P_B,A,,10000,583.0,0,35956,High coupling,Undesirable
10385,C,Lawn mower,C_B,A,B,B,,10000,330.0,0,35956,High coupling,Undesirable
10386,F,Outdoor TV antenna,A,C,B,C,,10000,268.0,0,35956,High coupling,Undesirable
10387,A,Tire inflator,A,A_B,B,B,,10000,1292.0,0,35956,High coupling,Undesirable
10388,S,Odor neutralizer,B,A,S_B,A,,10000,3009.0,0,35956,High coupling,Undesirable
10389,P,Wifi extender,A,P_A,B,B,,10000,1622.0,0,35956,High coupling,Undesirable
10390,A,Cloth diapers,A,A_B,B,B,,10000,2420.0,0,35956,High coupling,Undesirable
10391,S,Vacuum,A,S_B,B,S_B,,10000,2249.0,0,35956,High coupling,Undesirable
10392,F,Alarm clock,B,C,A,C,,10000,1001.0,0,35956,High coupling,Undesirable
10393,P,Dehumidifier,A,B,P_B,A,,10000,334.0,0,35956,High coupling,Undesirable
10394,C,Puree machine,B,C_B,A,B,,10000,321.0,0,35956,High coupling,Undesirable
10395,A,Leaf Blower,B,A,A_B,A,,10000,910.0,0,35956,High coupling,Undesirable
10396,P,Paint sprayer,A,B,P_A,B,,10000,1292.0,0,35956,High coupling,Undesirable
10397,F,Pepper spray,B,A,C,C,,10000,393.0,0,35956,High coupling,Undesirable
10398,C,Car vacuum,B,A,C_B,B,,10000,607.0,0,35956,High coupling,Undesirable
10399,S,Night light,S_A,A,B,A,,10000,1514.0,0,35956,High coupling,Undesirable
10400,P,Wifi extender,A,P_B,B,B,,10000,411.799999952,0,37555,Low coupling,Weakly_desirable
10401,A,Walker with seat,A_A,B,A,A,,10000,344.799999952,0,37555,Low coupling,Weakly_desirable
10402,F,Hearing aid,A,C,B,A,,10000,585.399999976,0,37555,Low coupling,Weakly_desirable
10403,S,Headlight bulbs,A,S_A,B,S_A,,10000,315.600000024,0,37555,Low coupling,Weakly_desirable
10404,C,White noise machine,C_B,A,B,B,,10000,417.299999952,0,37555,Low coupling,Weakly_desirable
10405,F,Inflatable baby pool,C,A,B,A,,10000,276.399999976,0,37555,Low coupling,Weakly_desirable
10406,P,Countertop blender,B,A,P_B,B,,10000,361.899999976,0,37555,Low coupling,Weakly_desirable
10407,C,Smart lock,A,B,C_A,B,,10000,315.799999952,0,37555,Low coupling,Weakly_desirable
10408,S,Air Fryer Oven,A,S_A,B,B,,10000,387.600000024,0,37555,Low coupling,Weakly_desirable
10409,A,Smart bulb,A,B,A_B,A_B,,10000,1196.20000005,0,37555,Low coupling,Weakly_desirable
10410,A,Car seat,B,A_B,A,A,,10000,336.900000095,0,37555,Low coupling,Weakly_desirable
10411,C,Car vacuum,A,B,C_A,A,,10000,326.700000048,0,37555,Low coupling,Weakly_desirable
10412,S,Pressure washer,B,A,S_B,B,,10000,343.099999905,0,37555,Low coupling,Weakly_desirable
10413,P,Paint sprayer,B,A,P_B,A,,10000,352.699999928,0,37555,Low coupling,Weakly_desirable
10414,F,Cordless home phone,A,B,C,C,,10000,487.0,0,37555,Low coupling,Weakly_desirable
10415,S,Vacuum,A,B,S_B,B,,10000,379.399999976,0,37555,Low coupling,Weakly_desirable
10416,C,Mobility scooter,B,C_B,A,C_B,,10000,324.899999976,0,37555,Low coupling,Weakly_desirable
10417,P,Organic fertilizer,A,B,P_A,B,,10000,290.400000095,0,37555,Low coupling,Weakly_desirable
10418,A,Cloth diapers,A_A,B,A,A_A,,10000,1681.70000005,0,37555,Low coupling,Weakly_desirable
10419,F,Thermometer gun,A,C,B,C,,10000,339.699999928,0,37555,Low coupling,Weakly_desirable
10420,F,Stun gun,C,A,B,C,,10000,377.700000048,0,37555,Low coupling,Weakly_desirable
10421,S,Odor neutralizer,A,S_A,B,A,,10000,652.300000072,0,37555,Low coupling,Weakly_desirable
10422,P,Air purifier,B,P_B,A,A,,10000,306.0,0,37555,Low coupling,Weakly_desirable
10423,C,Puree machine,A,B,C_A,A,,10000,542.699999928,0,37555,Low coupling,Weakly_desirable
10424,A,Slow cooker,A_B,B,A,B,,10000,317.700000048,0,37555,Low coupling,Weakly_desirable
10425,F,Garbage disposal,B,C,A,C,,10000,405.5,0,37555,Low coupling,Weakly_desirable
10426,P,Electric mop,B,P_B,A,A,,10000,642.600000024,0,37555,Low coupling,Weakly_desirable
10427,C,Water heater,C_B,B,A,B,,10000,401.5,0,37555,Low coupling,Weakly_desirable
10428,S,Metal detector,A,B,S_A,B,,10000,432.100000024,0,37555,Low coupling,Weakly_desirable
10429,A,Rash cream,B,A_B,A,B,,10000,429.100000024,0,37555,Low coupling,Weakly_desirable
10430,P,Dehumidifier,A,B,P_A,B,,10000,1372.39999998,0,37555,Low coupling,Weakly_desirable
10431,S,Security camera,S_B,A,B,B,,10000,1594.0,0,37555,Low coupling,Weakly_desirable
10432,A,Tire inflator,A_B,A,B,B,,10000,408.200000048,0,37555,Low coupling,Weakly_desirable
10433,F,Pepper spray,B,A,C,C,,10000,423.299999952,0,37555,Low coupling,Weakly_desirable
10434,C,Pesticide,B,A,C_A,A,,10000,623.5,0,37555,Low coupling,Weakly_desirable
10435,A,UV lamp,A_A,A,B,A,,10000,456.100000024,0,37555,Low coupling,Weakly_desirable
10436,P,Baby stroller,B,A,P_B,A,,10000,335.900000095,0,37555,Low coupling,Weakly_desirable
10437,S,Baby high chair,A,B,S_A,B,,10000,408.600000024,0,37555,Low coupling,Weakly_desirable
10438,F,Baby rocker,A,B,C,C,,10000,508.100000024,0,37555,Low coupling,Weakly_desirable
10439,C,Lawn mower,A,B,C_A,B,,10000,850.699999928,0,37555,Low coupling,Weakly_desirable
10440,C,Insect repellent,A,C_B,B,C_B,,10000,417.0,0,37555,Low coupling,Weakly_desirable
10441,S,Night light,A,S_A,B,A,,10000,922.199999928,0,37555,Low coupling,Weakly_desirable
10442,A,Leaf Blower,B,A,A_A,B,,10000,3262.5,0,37555,Low coupling,Weakly_desirable
10443,P,Outdoor solar lights,B,A,P_B,B,,10000,2244.5,0,37555,Low coupling,Weakly_desirable
10444,F,Fire extinguisher,C,B,A,C,,10000,397.100000024,0,37555,Low coupling,Weakly_desirable
10445,F,Protein powder,B,C,A,C,,10000,335.100000024,0,37555,Low coupling,Weakly_desirable
10446,S,Air mattress,A,B,S_A,A,,10000,371.0,0,37555,Low coupling,Weakly_desirable
10447,P,Solar panel system,A,P_B,B,B,,10000,466.300000072,0,37555,Low coupling,Weakly_desirable
10448,A,Clothes Steamer,B,A_B,A,A,,10000,577.0,0,37555,Low coupling,Weakly_desirable
10449,C,Baby crib,C_A,A,B,C_A,,10000,802.700000048,0,37555,Low coupling,Weakly_desirable
10450,P,Wifi extender,A,P_A,B,A,,10000,359.600000024,0,37555,Low coupling,Weakly_desirable
10451,F,Hearing aid,C,B,A,C,,10000,370.399999976,0,37555,Low coupling,Weakly_desirable
10452,S,Vacuum,A,B,S_A,A,,10000,385.800000072,0,37555,Low coupling,Weakly_desirable
10453,A,Clothes Steamer,A,B,A_A,A_A,,10000,539.299999952,0,37555,Low coupling,Weakly_desirable
